B04,B03,B02,B8A,label
0.0225,0.0396,0.0199,0.3816,2
0.0203,0.0347,0.0187,0.3664,2
0.0234,0.0372,0.0197,0.3386,2
0.021,0.0365,0.0189,0.3793,2
0.0217,0.0347,0.0188,0.3798,2
0.0233,0.0378,0.0197,0.3815,2
0.0276,0.0436,0.0221,0.3785,2
0.0213,0.0381,0.0189,0.363,2
0.022,0.0367,0.0192,0.3867,2
0.0239,0.0396,0.0205,0.405,2
0.0238,0.0397,0.0204,0.4018,2
0.0243,0.0395,0.0205,0.3843,2
0.0256,0.0405,0.0219,0.3594,2
0.0236,0.0382,0.0209,0.3588,2
0.0269,0.0389,0.0212,0.3516,2
0.0214,0.0364,0.0196,0.3772,2
0.0221,0.0389,0.0195,0.3822,2
0.0221,0.0376,0.0196,0.359,2
0.0305,0.0445,0.0254,0.3559,2
0.023,0.0384,0.0198,0.3548,2
0.0224,0.0368,0.0192,0.3538,2
0.0211,0.036,0.0184,0.3587,2
0.0228,0.0372,0.0194,0.35,2
0.0225,0.0372,0.0186,0.3402,2
0.0236,0.0377,0.0196,0.3503,2
0.0236,0.0388,0.0207,0.3419,2
0.0268,0.0428,0.0208,0.3575,2
0.0284,0.0452,0.0218,0.3519,2
0.0242,0.0387,0.0189,0.3474,2
0.0227,0.0365,0.0183,0.3476,2
0.023,0.0364,0.019,0.3451,2
0.0251,0.0374,0.0197,0.358,2
0.0203,0.0349,0.0178,0.3665,2
0.0249,0.0445,0.0219,0.4394,2
0.0229,0.0446,0.0211,0.4292,2
0.0209,0.0347,0.0184,0.3631,2
0.0205,0.0346,0.0178,0.3703,2
0.0236,0.0378,0.0208,0.3385,2
0.0265,0.0413,0.0225,0.3627,2
0.022,0.0366,0.0193,0.3669,2
0.0277,0.0424,0.0221,0.3788,2
0.0255,0.0406,0.0204,0.3517,2
0.0206,0.0354,0.0187,0.3825,2
0.0238,0.0392,0.0204,0.3637,2
0.0237,0.0409,0.0207,0.4275,2
0.0224,0.0397,0.0198,0.4178,2
0.0209,0.0361,0.0183,0.3888,2
0.0222,0.0362,0.0189,0.3688,2
0.0254,0.0399,0.0216,0.3437,2
0.0226,0.037,0.0198,0.3563,2
0.0216,0.036,0.0188,0.3516,2
0.0234,0.0394,0.0199,0.3743,2
0.0245,0.039,0.0208,0.3603,2
0.0233,0.0389,0.02,0.3694,2
0.0246,0.0393,0.0204,0.3533,2
0.0234,0.0378,0.0198,0.3512,2
0.0213,0.0369,0.0189,0.361,2
0.0251,0.0373,0.0195,0.3376,2
0.0232,0.0372,0.0201,0.3318,2
0.0237,0.0376,0.0201,0.3308,2
0.0236,0.0369,0.0195,0.3314,2
0.0272,0.0418,0.021,0.3568,2
0.0271,0.041,0.0208,0.3387,2
0.0247,0.0411,0.0202,0.3645,2
0.0258,0.0381,0.0196,0.35,2
0.0263,0.0399,0.0205,0.3512,2
0.0264,0.0397,0.02,0.3552,2
0.0235,0.0386,0.0193,0.3728,2
0.0232,0.0394,0.0201,0.398,2
0.0278,0.0456,0.0225,0.3945,2
0.0205,0.036,0.0191,0.3698,2
0.0194,0.0341,0.0181,0.3781,2
0.023,0.0387,0.0194,0.3666,2
0.0232,0.0392,0.0199,0.348,2
0.0214,0.0356,0.0188,0.3578,2
0.023,0.0357,0.019,0.3644,2
0.0272,0.046,0.0229,0.381,2
0.0211,0.0359,0.0184,0.3545,2
0.0213,0.0371,0.0197,0.397,2
0.024,0.0391,0.0204,0.3732,2
0.021,0.04,0.0196,0.4639,2
0.0186,0.0354,0.0182,0.5032,2
0.0196,0.0357,0.0184,0.4015,2
0.0211,0.0365,0.0186,0.3916,2
0.0231,0.0369,0.0197,0.3801,2
0.0236,0.0384,0.0196,0.3768,2
0.0212,0.0365,0.0184,0.3736,2
0.0323,0.0455,0.0238,0.3509,2
0.0285,0.0424,0.0233,0.3422,2
0.0229,0.0384,0.02,0.3659,2
0.0229,0.0374,0.0193,0.3753,2
0.0216,0.0375,0.0193,0.3651,2
0.0232,0.0371,0.0198,0.3525,2
0.0235,0.0371,0.0195,0.3384,2
0.0245,0.038,0.02,0.3381,2
0.0249,0.0371,0.0198,0.3234,2
0.0231,0.037,0.0186,0.3461,2
0.0285,0.0418,0.0212,0.3557,2
0.0304,0.0424,0.022,0.3434,2
0.0276,0.041,0.0209,0.3479,2
0.0278,0.0416,0.0214,0.3485,2
0.0258,0.0404,0.0202,0.3511,2
0.0263,0.0413,0.0201,0.3747,2
0.0298,0.0449,0.0238,0.3722,2
0.0228,0.0395,0.0199,0.3704,2
0.0195,0.0347,0.0179,0.3789,2
0.0191,0.0344,0.0179,0.3907,2
0.0262,0.0396,0.0211,0.3277,2
0.0322,0.0447,0.0239,0.3184,2
0.0221,0.0362,0.019,0.351,2
0.0214,0.0353,0.0191,0.3556,2
0.0199,0.0358,0.0179,0.3844,2
0.0217,0.0369,0.0188,0.3885,2
0.0212,0.0355,0.0189,0.3787,2
0.0225,0.0376,0.019,0.3787,2
0.02,0.0356,0.0185,0.4188,2
0.0196,0.0347,0.0179,0.375,2
0.0208,0.0364,0.0191,0.3742,2
0.02,0.0351,0.0183,0.3848,2
0.0191,0.0337,0.0178,0.3866,2
0.0211,0.0363,0.0194,0.3766,2
0.0211,0.0361,0.019,0.3766,2
0.0356,0.0484,0.0296,0.3711,2
0.0255,0.0391,0.0201,0.3612,2
0.0238,0.0387,0.0201,0.3608,2
0.0224,0.0384,0.0203,0.351,2
0.0211,0.037,0.0188,0.3711,2
0.0215,0.037,0.019,0.3616,2
0.0232,0.0388,0.0198,0.3504,2
0.0246,0.0384,0.0209,0.337,2
0.0225,0.0365,0.0188,0.3477,2
0.0244,0.0385,0.0192,0.3619,2
0.0274,0.0399,0.0202,0.3539,2
0.0255,0.0384,0.0197,0.3446,2
0.0261,0.0402,0.0202,0.3538,2
0.0281,0.0418,0.0211,0.3543,2
0.0259,0.0397,0.0194,0.3526,2
0.024,0.0386,0.0185,0.3671,2
0.0231,0.0386,0.0193,0.3828,2
0.0216,0.0366,0.0191,0.3826,2
0.0201,0.0349,0.0187,0.38,2
0.0201,0.0351,0.0179,0.4134,2
0.0213,0.0355,0.0192,0.3766,2
0.0227,0.0371,0.0189,0.3561,2
0.0207,0.0344,0.0181,0.3927,2
0.0278,0.0422,0.0223,0.3452,2
0.0246,0.0399,0.0209,0.3719,2
0.0237,0.0382,0.0199,0.3982,2
0.0283,0.0444,0.0223,0.4204,2
0.0238,0.0377,0.0202,0.3752,2
0.0209,0.0359,0.0191,0.3688,2
0.0201,0.0359,0.0184,0.3778,2
0.0202,0.0353,0.019,0.3808,2
0.0199,0.0358,0.0188,0.3748,2
0.0204,0.0359,0.0186,0.3633,2
0.0212,0.0357,0.0191,0.3594,2
0.0228,0.0369,0.0192,0.3827,2
0.0217,0.0352,0.0183,0.3733,2
0.0246,0.0388,0.0202,0.3683,2
0.0232,0.0379,0.0192,0.3615,2
0.0221,0.0392,0.0197,0.3567,2
0.0212,0.0372,0.0187,0.3655,2
0.0226,0.0366,0.019,0.3565,2
0.0247,0.04,0.0203,0.3412,2
0.0225,0.0378,0.0194,0.3513,2
0.0228,0.0376,0.0186,0.3681,2
0.0222,0.0375,0.0182,0.3669,2
0.0223,0.0373,0.0181,0.364,2
0.0243,0.0387,0.0191,0.3455,2
0.0249,0.0393,0.0203,0.3546,2
0.0254,0.0379,0.0197,0.3422,2
0.0218,0.037,0.0179,0.3602,2
0.0208,0.0353,0.0181,0.3843,2
0.0194,0.0362,0.0181,0.4067,2
0.0204,0.0362,0.0183,0.4076,2
0.022,0.0374,0.0194,0.4059,2
0.0236,0.0376,0.0198,0.3738,2
0.0235,0.0375,0.0206,0.3611,2
0.0246,0.0372,0.0207,0.3563,2
0.0252,0.0397,0.0208,0.3797,2
0.0296,0.0441,0.0236,0.3236,2
0.0269,0.041,0.0216,0.3426,2
0.0254,0.0385,0.0205,0.3311,2
0.0226,0.0374,0.0192,0.3954,2
0.0287,0.0469,0.0232,0.4141,2
0.0237,0.0405,0.0208,0.3917,2
0.0206,0.0365,0.019,0.3718,2
0.0197,0.0359,0.0183,0.3767,2
0.0198,0.0353,0.0181,0.3937,2
0.023,0.0375,0.0199,0.3584,2
0.0238,0.0398,0.0206,0.3663,2
0.0237,0.0369,0.0194,0.3647,2
0.0231,0.0383,0.0195,0.3832,2
0.0229,0.036,0.0193,0.3519,2
0.0251,0.0395,0.0206,0.3523,2
0.0243,0.04,0.0214,0.3616,2
0.0237,0.0399,0.0206,0.3587,2
0.0244,0.0393,0.0204,0.3424,2
0.025,0.0401,0.0217,0.3345,2
0.0241,0.0382,0.0201,0.3407,2
0.0219,0.037,0.018,0.3553,2
0.0229,0.0373,0.0184,0.3665,2
0.024,0.0382,0.0189,0.3549,2
0.0228,0.0366,0.0184,0.3436,2
0.0256,0.0381,0.0196,0.3467,2
0.0239,0.0367,0.0189,0.3482,2
0.023,0.0375,0.0182,0.3646,2
0.0222,0.0366,0.0196,0.3591,2
0.0204,0.0354,0.0179,0.3849,2
0.0201,0.0363,0.0184,0.4045,2
0.0206,0.0377,0.0189,0.4103,2
0.0217,0.0374,0.0187,0.3926,2
0.0307,0.0433,0.0236,0.3991,2
0.0368,0.0455,0.0256,0.3638,2
0.0265,0.0403,0.021,0.3813,2
0.0248,0.0411,0.0204,0.3672,2
0.0243,0.0388,0.0202,0.3386,2
0.0249,0.0384,0.02,0.3015,2
0.026,0.0419,0.0212,0.3707,2
0.0256,0.0468,0.0226,0.4145,2
0.0209,0.0365,0.0186,0.3693,2
0.0216,0.0355,0.0193,0.3567,2
0.0229,0.0375,0.0196,0.3563,2
0.0203,0.0346,0.0186,0.3804,2
0.0213,0.0363,0.0188,0.39,2
0.0233,0.0381,0.0194,0.3841,2
0.0232,0.0363,0.0184,0.3729,2
0.0238,0.0376,0.0188,0.3657,2
0.0239,0.037,0.0201,0.3451,2
0.0253,0.0403,0.02,0.3677,2
0.0255,0.0402,0.0203,0.3616,2
0.0248,0.0385,0.0205,0.3454,2
0.0245,0.0392,0.0206,0.3437,2
0.0245,0.0399,0.0204,0.3434,2
0.0242,0.0383,0.0198,0.3411,2
0.0241,0.0385,0.0195,0.3588,2
0.0243,0.0392,0.0188,0.3635,2
0.024,0.0378,0.0192,0.3545,2
0.0276,0.0408,0.0212,0.3575,2
0.0234,0.0367,0.0186,0.3509,2
0.057,0.0652,0.0461,0.3266,2
0.0203,0.0352,0.0184,0.3779,2
0.0198,0.0364,0.019,0.3756,2
0.0199,0.0347,0.018,0.3726,2
0.0199,0.0356,0.0183,0.41,2
0.021,0.0367,0.0188,0.4018,2
0.0222,0.0367,0.0186,0.403,2
0.0259,0.0407,0.0213,0.3798,2
0.0366,0.0482,0.0255,0.3774,2
0.0321,0.0449,0.0237,0.3913,2
0.0227,0.0372,0.0198,0.3992,2
0.0239,0.0375,0.0199,0.3535,2
0.0269,0.0492,0.0236,0.4448,2
0.0226,0.0417,0.0201,0.3933,2
0.0207,0.0361,0.0179,0.363,2
0.023,0.0369,0.0196,0.36,2
0.0229,0.0377,0.019,0.3699,2
0.0219,0.0382,0.0197,0.3815,2
0.0199,0.0361,0.0184,0.3817,2
0.0223,0.0389,0.0189,0.3684,2
0.0245,0.0391,0.0209,0.3607,2
0.0239,0.0363,0.0194,0.3571,2
0.0227,0.0358,0.0187,0.3622,2
0.0216,0.0371,0.0187,0.3867,2
0.0247,0.0394,0.0201,0.3724,2
0.0259,0.039,0.0204,0.3502,2
0.0247,0.0374,0.0199,0.3348,2
0.024,0.0391,0.0196,0.3427,2
0.0231,0.0374,0.0186,0.3585,2
0.024,0.0387,0.0187,0.3644,2
0.0232,0.0372,0.0176,0.3618,2
0.0212,0.0357,0.0185,0.3545,2
0.0201,0.0367,0.018,0.359,2
0.0285,0.0505,0.0251,0.4939,2
0.0489,0.0629,0.0399,0.3925,2
0.0255,0.0397,0.0224,0.3818,2
0.02,0.036,0.0183,0.3817,2
0.0198,0.0358,0.0186,0.3864,2
0.0203,0.0353,0.0187,0.3938,2
0.0216,0.0375,0.0188,0.4024,2
0.0205,0.0372,0.0184,0.4041,2
0.0242,0.0404,0.0198,0.3846,2
0.0356,0.0482,0.0258,0.38,2
0.0402,0.0503,0.0276,0.3942,2
0.0304,0.0461,0.0242,0.4029,2
0.0255,0.0459,0.0228,0.4147,2
0.0204,0.0356,0.0178,0.3763,2
0.0196,0.0341,0.017,0.38,2
0.0206,0.0352,0.0179,0.3715,2
0.0199,0.0355,0.0182,0.388,2
0.0225,0.0381,0.0201,0.3734,2
0.031,0.0452,0.0255,0.3603,2
0.0237,0.0382,0.0195,0.3466,2
0.0208,0.0388,0.0193,0.3981,2
0.0247,0.0413,0.0206,0.4121,2
0.0229,0.0372,0.019,0.3731,2
0.0211,0.0369,0.0181,0.3782,2
0.0233,0.0368,0.0194,0.3645,2
0.0219,0.0358,0.0188,0.3603,2
0.0258,0.0387,0.0198,0.3568,2
0.0248,0.0402,0.0198,0.3687,2
0.0227,0.0379,0.0187,0.3634,2
0.0238,0.0382,0.0192,0.3582,2
0.0204,0.036,0.0179,0.3627,2
0.0207,0.0462,0.0206,0.5401,2
0.0287,0.049,0.0255,0.4728,2
0.0232,0.0379,0.0197,0.3664,2
0.0245,0.0395,0.022,0.3513,2
0.0257,0.0398,0.0232,0.3804,2
0.019,0.0344,0.0172,0.3798,2
0.0221,0.0363,0.0192,0.3631,2
0.0202,0.0356,0.0185,0.3766,2
0.0207,0.0369,0.0183,0.4009,2
0.0206,0.0362,0.0181,0.4028,2
0.0224,0.038,0.0188,0.3895,2
0.03,0.0442,0.0235,0.3815,2
0.0334,0.0475,0.025,0.368,2
0.0236,0.0384,0.0194,0.3614,2
0.0207,0.0361,0.0185,0.3973,2
0.0201,0.0358,0.018,0.3805,2
0.0189,0.0342,0.0169,0.3726,2
0.0185,0.0337,0.0172,0.3741,2
0.0304,0.0431,0.0241,0.3597,2
0.028,0.0397,0.0223,0.3306,2
0.0231,0.0384,0.0197,0.3617,2
0.022,0.0407,0.0201,0.3876,2
0.0193,0.0402,0.0189,0.44,2
0.0215,0.0403,0.0191,0.427,2
0.0237,0.0382,0.0199,0.3773,2
0.023,0.0364,0.0189,0.3602,2
0.0216,0.0356,0.0177,0.37,2
0.0236,0.0366,0.019,0.3533,2
0.0201,0.0363,0.0178,0.3599,2
0.0212,0.035,0.0176,0.351,2
0.0218,0.0359,0.0171,0.3521,2
0.0194,0.0362,0.0182,0.3947,2
0.0282,0.0453,0.0247,0.4109,2
0.0203,0.0375,0.0197,0.4089,2
0.022,0.0378,0.0198,0.3746,2
0.0233,0.0368,0.0207,0.3549,2
0.0253,0.0385,0.0217,0.3742,2
0.0194,0.0349,0.0177,0.3959,2
0.0193,0.0344,0.0182,0.3755,2
0.0197,0.0353,0.0181,0.3764,2
0.0212,0.0376,0.0192,0.3873,2
0.0218,0.0364,0.0184,0.4,2
0.0223,0.0378,0.0188,0.3934,2
0.0233,0.0378,0.0195,0.3686,2
0.0237,0.0396,0.0207,0.375,2
0.0211,0.0371,0.0188,0.3897,2
0.0196,0.0347,0.0175,0.3802,2
0.0199,0.0347,0.018,0.3727,2
0.0222,0.0357,0.0188,0.3694,2
0.0232,0.0374,0.0199,0.3438,2
0.0266,0.0389,0.0213,0.3288,2
0.0251,0.0384,0.0207,0.3396,2
0.0238,0.0418,0.0205,0.4009,2
0.0202,0.0405,0.0185,0.4472,2
0.0202,0.0408,0.0196,0.4421,2
0.0209,0.0372,0.0186,0.394,2
0.0239,0.0383,0.0197,0.3587,2
0.0224,0.0358,0.0183,0.364,2
0.0206,0.0359,0.0173,0.3799,2
0.0197,0.0349,0.0168,0.373,2
0.0226,0.0382,0.0196,0.3845,2
0.0256,0.0405,0.023,0.3691,2
0.0245,0.0404,0.0241,0.3402,2
0.0249,0.0396,0.0237,0.3327,2
0.0199,0.0351,0.0186,0.371,2
0.0232,0.0373,0.0211,0.3659,2
0.0296,0.0423,0.0254,0.3592,2
0.021,0.036,0.0188,0.3968,2
0.0205,0.0353,0.0183,0.4056,2
0.0205,0.0365,0.0184,0.3995,2
0.0212,0.0359,0.0184,0.377,2
0.0218,0.0367,0.0182,0.3731,2
0.0226,0.0375,0.0193,0.3737,2
0.0212,0.0361,0.0188,0.3867,2
0.023,0.0368,0.0188,0.3738,2
0.0223,0.0378,0.019,0.3869,2
0.021,0.0352,0.0185,0.3665,2
0.0282,0.0412,0.0225,0.3607,2
0.0252,0.0385,0.0203,0.3423,2
0.0232,0.0368,0.0198,0.3286,2
0.0251,0.0384,0.0205,0.3415,2
0.0226,0.0367,0.0185,0.3611,2
0.0218,0.038,0.0193,0.3656,2
0.0211,0.0405,0.019,0.4073,2
0.0217,0.0372,0.0185,0.3771,2
0.0206,0.0367,0.0182,0.3748,2
0.0208,0.0359,0.0178,0.3725,2
0.0216,0.0356,0.0187,0.3706,2
0.0274,0.0398,0.0232,0.3645,2
0.0253,0.0395,0.0216,0.3549,2
0.0239,0.0409,0.0214,0.3782,2
0.0257,0.0412,0.0251,0.3439,2
0.0222,0.0378,0.0214,0.3634,2
0.0204,0.035,0.019,0.3745,2
0.0241,0.0391,0.0212,0.3472,2
0.0329,0.0451,0.0274,0.3567,2
0.0227,0.0367,0.0197,0.387,2
0.0214,0.0361,0.0179,0.4082,2
0.0209,0.0362,0.0185,0.413,2
0.0212,0.0352,0.0181,0.3918,2
0.0193,0.0342,0.0178,0.3751,2
0.021,0.0359,0.0182,0.3712,2
0.0212,0.0357,0.018,0.3718,2
0.0221,0.0358,0.0193,0.3631,2
0.0225,0.0372,0.02,0.3577,2
0.0215,0.0359,0.0192,0.3693,2
0.0223,0.0371,0.0195,0.3571,2
0.0237,0.0373,0.0195,0.348,2
0.029,0.0409,0.0231,0.3351,2
0.027,0.0388,0.0217,0.3335,2
0.0227,0.0374,0.0192,0.3536,2
0.0236,0.0391,0.0191,0.3549,2
0.0211,0.0375,0.0176,0.3883,2
0.02,0.0377,0.0184,0.3768,2
0.0237,0.037,0.0197,0.3708,2
0.0221,0.0362,0.0189,0.3664,2
0.024,0.037,0.021,0.3565,2
0.0219,0.0355,0.0194,0.3594,2
0.0211,0.0366,0.019,0.3856,2
0.0217,0.0383,0.0207,0.3722,2
0.0244,0.0393,0.0238,0.3438,2
0.0262,0.0471,0.0232,0.481,2
0.0299,0.0478,0.0243,0.4023,2
0.0261,0.0444,0.0223,0.4109,2
0.0318,0.0438,0.026,0.3501,2
0.0296,0.0447,0.0251,0.3728,2
0.0242,0.0393,0.0219,0.3852,2
0.0213,0.0364,0.0182,0.4052,2
0.02,0.0368,0.0178,0.4053,2
0.02,0.0361,0.0176,0.4058,2
0.0185,0.0339,0.0166,0.3848,2
0.0192,0.0332,0.0174,0.38,2
0.02,0.0338,0.0175,0.3553,2
0.0213,0.0335,0.0181,0.3538,2
0.0203,0.0344,0.0178,0.3531,2
0.0221,0.0371,0.0195,0.3631,2
0.0239,0.0371,0.02,0.3532,2
0.0247,0.0389,0.0204,0.3433,2
0.0232,0.0378,0.0196,0.3486,2
0.0221,0.0371,0.0191,0.3584,2
0.0219,0.036,0.0187,0.367,2
0.024,0.0366,0.02,0.3578,2
0.0219,0.0365,0.0187,0.3698,2
0.0318,0.0449,0.0259,0.381,2
0.0223,0.0369,0.0194,0.3765,2
0.0223,0.0351,0.0189,0.3616,2
0.0202,0.0354,0.0188,0.3794,2
0.0218,0.0377,0.0205,0.3792,2
0.025,0.0472,0.0232,0.4683,2
0.0258,0.0492,0.0231,0.488,2
0.0299,0.0504,0.025,0.4666,2
0.0268,0.0482,0.0237,0.4532,2
0.0207,0.0343,0.0188,0.3483,2
0.0279,0.0403,0.0233,0.3612,2
0.0301,0.0448,0.0262,0.3834,2
0.0264,0.0406,0.0232,0.3764,2
0.0193,0.0359,0.018,0.4032,2
0.0195,0.0361,0.0176,0.4013,2
0.023,0.0368,0.0194,0.3645,2
0.0226,0.0354,0.0193,0.3478,2
0.0253,0.0392,0.0213,0.3215,2
0.022,0.0357,0.0179,0.3512,2
0.0234,0.0378,0.0199,0.3578,2
0.0253,0.0379,0.0211,0.3497,2
0.0219,0.0365,0.0192,0.3666,2
0.0215,0.0362,0.019,0.3583,2
0.0222,0.036,0.0183,0.3713,2
0.0226,0.0359,0.0188,0.3614,2
0.0226,0.036,0.0189,0.37,2
0.0202,0.035,0.0183,0.3694,2
0.0237,0.0381,0.0204,0.3824,2
0.022,0.0373,0.0195,0.3808,2
0.0203,0.0353,0.0181,0.3832,2
0.0224,0.0391,0.0203,0.3749,2
0.0217,0.0397,0.02,0.3934,2
0.0223,0.0391,0.0196,0.404,2
0.024,0.0481,0.0231,0.4918,2
0.0229,0.0455,0.022,0.4661,2
0.0267,0.0493,0.023,0.4972,2
0.0271,0.0437,0.0231,0.4083,2
0.0221,0.0361,0.0203,0.338,2
0.0206,0.0373,0.0188,0.4164,2
0.0217,0.04,0.0198,0.4212,2
0.0277,0.0427,0.0236,0.3694,2
0.0273,0.0406,0.0235,0.3554,2
0.0212,0.035,0.0181,0.3738,2
0.0264,0.0383,0.0208,0.3275,2
0.0245,0.039,0.0209,0.3324,2
0.0226,0.0382,0.019,0.3814,2
0.0223,0.037,0.02,0.3042,2
0.0232,0.0391,0.0205,0.3231,2
0.0228,0.0372,0.0194,0.3407,2
0.0209,0.0364,0.0173,0.3872,2
0.0204,0.0363,0.018,0.3834,2
0.0222,0.0354,0.0185,0.3627,2
0.0238,0.0366,0.0192,0.3545,2
0.0239,0.0381,0.0202,0.3682,2
0.026,0.0416,0.0226,0.3867,2
0.0199,0.0362,0.0184,0.3927,2
0.0215,0.0384,0.0199,0.3855,2
0.0229,0.0406,0.0213,0.3711,2
0.021,0.037,0.0195,0.3731,2
0.0211,0.0387,0.0189,0.4066,2
0.0238,0.0397,0.0215,0.3794,2
0.0238,0.0403,0.0207,0.3984,2
0.0236,0.0391,0.02,0.3913,2
0.0205,0.0389,0.0199,0.4265,2
0.026,0.0424,0.0222,0.4087,2
0.0279,0.0475,0.0237,0.4521,2
0.0255,0.0464,0.0225,0.4595,2
0.0213,0.0369,0.0188,0.3555,2
0.0212,0.0362,0.0197,0.3496,2
0.0263,0.0386,0.0229,0.3434,2
0.0254,0.0389,0.0214,0.3454,2
0.0215,0.036,0.0187,0.3706,2
0.0214,0.0358,0.0181,0.3551,2
0.0224,0.0353,0.0189,0.3177,2
0.0229,0.0377,0.0195,0.3228,2
0.022,0.0389,0.0187,0.3839,2
0.0212,0.0376,0.0179,0.3874,2
0.0235,0.0393,0.02,0.37,2
0.0266,0.0411,0.0224,0.3834,2
0.025,0.039,0.0209,0.3587,2
0.021,0.0367,0.0195,0.3653,2
0.02,0.0365,0.0182,0.4031,2
0.0202,0.0368,0.0188,0.3969,2
0.0215,0.0388,0.0198,0.3827,2
0.0209,0.0357,0.0187,0.3794,2
0.021,0.0355,0.0184,0.3821,2
0.0217,0.0358,0.0193,0.3894,2
0.0265,0.0423,0.0226,0.3935,2
0.0358,0.0612,0.0316,0.4899,2
0.0302,0.0473,0.0244,0.4359,2
0.0216,0.039,0.0192,0.4088,2
0.0259,0.04,0.0214,0.3626,2
0.0532,0.0633,0.0397,0.3858,2
0.0278,0.0441,0.0228,0.433,2
0.0324,0.0525,0.0284,0.4612,2
0.0228,0.0416,0.02,0.4271,2
0.0186,0.0342,0.017,0.3747,2
0.0232,0.0375,0.0204,0.3553,2
0.028,0.0418,0.0233,0.3436,2
0.0306,0.0448,0.0245,0.3568,2
0.0236,0.0399,0.0201,0.3593,2
0.0239,0.0398,0.0204,0.3602,2
0.021,0.0351,0.0174,0.3722,2
0.0222,0.0378,0.0181,0.3885,2
0.024,0.0406,0.0197,0.3906,2
0.0242,0.0389,0.0198,0.3842,2
0.0215,0.0369,0.0186,0.3979,2
0.0201,0.0368,0.0176,0.3956,2
0.0215,0.0363,0.0188,0.3552,2
0.0219,0.0363,0.0194,0.3603,2
0.0218,0.0374,0.0189,0.3815,2
0.0203,0.037,0.0191,0.4004,2
0.0193,0.0347,0.018,0.3946,2
0.0207,0.0357,0.0189,0.381,2
0.0227,0.0367,0.0193,0.3693,2
0.0211,0.035,0.0183,0.3917,2
0.0215,0.0368,0.0193,0.3858,2
0.0287,0.0506,0.0253,0.4425,2
0.0279,0.0563,0.0259,0.5224,2
0.0237,0.0455,0.0214,0.465,2
0.0312,0.05,0.025,0.4336,2
0.0411,0.0603,0.0314,0.4276,2
0.064,0.0715,0.0472,0.346,2
0.0353,0.0557,0.0277,0.4562,2
0.0304,0.0516,0.0254,0.4796,2
0.0265,0.045,0.0221,0.4639,2
0.0199,0.0362,0.0183,0.3979,2
0.0181,0.0339,0.0169,0.3642,2
0.0207,0.0352,0.0181,0.3583,2
0.028,0.0404,0.0231,0.3354,2
0.0342,0.0473,0.0279,0.3389,2
0.0204,0.0352,0.0172,0.3902,2
0.0241,0.04,0.0204,0.3927,2
0.0289,0.0422,0.0236,0.3845,2
0.0204,0.0384,0.0188,0.4101,2
0.0196,0.0365,0.0187,0.4157,2
0.0196,0.0358,0.0181,0.399,2
0.0198,0.0371,0.0182,0.402,2
0.0209,0.0368,0.0186,0.3766,2
0.0226,0.0374,0.0196,0.3669,2
0.0203,0.0355,0.0182,0.3807,2
0.0187,0.0341,0.0178,0.3856,2
0.0218,0.038,0.0192,0.4034,2
0.021,0.0373,0.0188,0.4095,2
0.0204,0.0362,0.0186,0.3973,2
0.0205,0.0349,0.0182,0.3848,2
0.0206,0.0366,0.0191,0.3925,2
0.0217,0.0372,0.0193,0.3799,2
0.0216,0.0386,0.0199,0.3882,2
0.0339,0.0485,0.0266,0.4012,2
0.0341,0.0573,0.0278,0.4695,2
0.0439,0.0597,0.0318,0.4106,2
0.0394,0.0585,0.0305,0.4358,2
0.0316,0.0554,0.0254,0.4912,2
0.0312,0.0531,0.0256,0.5026,2
0.0273,0.0524,0.0237,0.5423,2
0.0282,0.0541,0.0254,0.5413,2
0.0233,0.046,0.0205,0.4873,2
0.0196,0.0351,0.0177,0.3711,2
0.019,0.0336,0.0176,0.3851,2
0.0185,0.0331,0.017,0.3672,2
0.0365,0.0487,0.029,0.3836,2
0.0185,0.0348,0.0166,0.3985,2
0.0184,0.0354,0.0172,0.4,2
0.0205,0.0375,0.0183,0.4167,2
0.0209,0.0389,0.0184,0.4231,2
0.0209,0.0387,0.0184,0.4254,2
0.0199,0.0369,0.0183,0.4132,2
0.0199,0.0363,0.0181,0.3993,2
0.0206,0.0355,0.018,0.3656,2
0.0213,0.0356,0.0186,0.366,2
0.0212,0.0366,0.019,0.3795,2
0.0205,0.0361,0.0188,0.3893,2
0.0209,0.0364,0.0188,0.3974,2
0.0205,0.0373,0.0186,0.3943,2
0.0203,0.0358,0.0182,0.394,2
0.0187,0.0353,0.018,0.4006,2
0.0186,0.0355,0.0177,0.3957,2
0.0212,0.04,0.0191,0.4171,2
0.0297,0.054,0.0256,0.5094,2
0.0324,0.0524,0.026,0.4624,2
0.0289,0.0494,0.024,0.4234,2
0.0483,0.0649,0.0367,0.4488,2
0.0292,0.0549,0.0254,0.4861,2
0.0289,0.0531,0.0245,0.4612,2
0.0253,0.0494,0.0227,0.4635,2
0.025,0.051,0.0227,0.4968,2
0.0253,0.0551,0.0239,0.563,2
0.0244,0.0544,0.0231,0.5841,2
0.0216,0.0381,0.0189,0.3818,2
0.0181,0.0344,0.0161,0.3826,2
0.0236,0.0398,0.0199,0.3835,2
0.0211,0.0378,0.0189,0.3902,2
0.0183,0.0358,0.0172,0.403,2
0.0192,0.0356,0.0173,0.4202,2
0.02,0.0381,0.0189,0.4082,2
0.0208,0.0371,0.0183,0.3994,2
0.0198,0.0377,0.0184,0.4032,2
0.0208,0.0386,0.0186,0.4195,2
