band,y,x,spatial_ref,y,x,class,reflectance
B03,4866750.0,361110.0,0,4866750.0,361110.0,2,0.0638
B03,4866750.0,361170.0,0,4866750.0,361170.0,2,0.0618
B03,4866750.0,361230.0,0,4866750.0,361230.0,2,0.0636
B03,4866750.0,361290.0,0,4866750.0,361290.0,2,0.0645
B03,4866750.0,361350.0,0,4866750.0,361350.0,2,0.0653
B03,4866750.0,361410.0,0,4866750.0,361410.0,2,0.0596
B03,4866750.0,361470.0,0,4866750.0,361470.0,2,0.0587
B03,4866690.0,360210.0,0,4866690.0,360210.0,2,0.061
B03,4866690.0,360270.0,0,4866690.0,360270.0,2,0.0606
B03,4866690.0,360330.0,0,4866690.0,360330.0,2,0.0574
B03,4866690.0,360390.0,0,4866690.0,360390.0,2,0.054
B03,4866690.0,360450.0,0,4866690.0,360450.0,2,0.0506
B03,4866690.0,360510.0,0,4866690.0,360510.0,2,0.0526
B03,4866690.0,360570.0,0,4866690.0,360570.0,2,0.0533
B03,4866690.0,360630.0,0,4866690.0,360630.0,2,0.0561
B03,4866690.0,360690.0,0,4866690.0,360690.0,2,0.0541
B03,4866690.0,360750.0,0,4866690.0,360750.0,2,0.0524
B03,4866690.0,360810.0,0,4866690.0,360810.0,2,0.0579
B03,4866690.0,360870.0,0,4866690.0,360870.0,2,0.0633
B03,4866690.0,360930.0,0,4866690.0,360930.0,2,0.0658
B03,4866690.0,360990.0,0,4866690.0,360990.0,2,0.0632
B03,4866690.0,361050.0,0,4866690.0,361050.0,2,0.0624
B03,4866690.0,361110.0,0,4866690.0,361110.0,2,0.0633
B03,4866690.0,361170.0,0,4866690.0,361170.0,2,0.0633
B03,4866690.0,361230.0,0,4866690.0,361230.0,2,0.0656
B03,4866690.0,361290.0,0,4866690.0,361290.0,2,0.0636
B03,4866690.0,361350.0,0,4866690.0,361350.0,2,0.06
B03,4866690.0,361410.0,0,4866690.0,361410.0,2,0.0573
B03,4866630.0,360210.0,0,4866630.0,360210.0,2,0.0543
B03,4866630.0,360270.0,0,4866630.0,360270.0,2,0.0516
B03,4866630.0,360330.0,0,4866630.0,360330.0,2,0.0497
B03,4866630.0,360390.0,0,4866630.0,360390.0,2,0.0485
B03,4866630.0,360450.0,0,4866630.0,360450.0,2,0.0491
B03,4866630.0,360510.0,0,4866630.0,360510.0,2,0.051
B03,4866630.0,360570.0,0,4866630.0,360570.0,2,0.0561
B03,4866630.0,360630.0,0,4866630.0,360630.0,2,0.0527
B03,4866630.0,360690.0,0,4866630.0,360690.0,2,0.0524
B03,4866630.0,360750.0,0,4866630.0,360750.0,2,0.0521
B03,4866630.0,360810.0,0,4866630.0,360810.0,2,0.0556
B03,4866630.0,360870.0,0,4866630.0,360870.0,2,0.0639
B03,4866630.0,360930.0,0,4866630.0,360930.0,2,0.0636
B03,4866630.0,360990.0,0,4866630.0,360990.0,2,0.0636
B03,4866630.0,361050.0,0,4866630.0,361050.0,2,0.0655
B03,4866630.0,361110.0,0,4866630.0,361110.0,2,0.0641
B03,4866630.0,361170.0,0,4866630.0,361170.0,2,0.0619
B03,4866630.0,361230.0,0,4866630.0,361230.0,2,0.0605
B03,4866630.0,361290.0,0,4866630.0,361290.0,2,0.0618
B03,4866630.0,361350.0,0,4866630.0,361350.0,2,0.06
B03,4866630.0,361410.0,0,4866630.0,361410.0,2,0.056
B03,4866570.0,360210.0,0,4866570.0,360210.0,2,0.0511
B03,4866570.0,360270.0,0,4866570.0,360270.0,2,0.0526
B03,4866570.0,360330.0,0,4866570.0,360330.0,2,0.0535
B03,4866570.0,360390.0,0,4866570.0,360390.0,2,0.0509
B03,4866570.0,360450.0,0,4866570.0,360450.0,2,0.051
B03,4866570.0,360510.0,0,4866570.0,360510.0,2,0.0498
B03,4866570.0,360570.0,0,4866570.0,360570.0,2,0.0528
B03,4866570.0,360630.0,0,4866570.0,360630.0,2,0.0551
B03,4866570.0,360690.0,0,4866570.0,360690.0,2,0.0522
B03,4866570.0,360750.0,0,4866570.0,360750.0,2,0.0524
B03,4866570.0,360810.0,0,4866570.0,360810.0,2,0.0533
B03,4866570.0,360870.0,0,4866570.0,360870.0,2,0.0633
B03,4866570.0,360930.0,0,4866570.0,360930.0,2,0.0639
B03,4866570.0,360990.0,0,4866570.0,360990.0,2,0.0621
B03,4866570.0,361050.0,0,4866570.0,361050.0,2,0.062
B03,4866570.0,361110.0,0,4866570.0,361110.0,2,0.0623
B03,4866570.0,361170.0,0,4866570.0,361170.0,2,0.0609
B03,4866570.0,361230.0,0,4866570.0,361230.0,2,0.0647
B03,4866570.0,361290.0,0,4866570.0,361290.0,2,0.0581
B03,4866570.0,361350.0,0,4866570.0,361350.0,2,0.0553
B03,4866510.0,360150.0,0,4866510.0,360150.0,2,0.0498
B03,4866510.0,360210.0,0,4866510.0,360210.0,2,0.0497
B03,4866510.0,360270.0,0,4866510.0,360270.0,2,0.0531
B03,4866510.0,360330.0,0,4866510.0,360330.0,2,0.0556
B03,4866510.0,360390.0,0,4866510.0,360390.0,2,0.0552
B03,4866510.0,360450.0,0,4866510.0,360450.0,2,0.056
B03,4866510.0,360510.0,0,4866510.0,360510.0,2,0.0529
B03,4866510.0,360570.0,0,4866510.0,360570.0,2,0.0563
B03,4866510.0,360630.0,0,4866510.0,360630.0,2,0.0556
B03,4866510.0,360690.0,0,4866510.0,360690.0,2,0.0542
B03,4866510.0,360750.0,0,4866510.0,360750.0,2,0.0543
B03,4866510.0,360810.0,0,4866510.0,360810.0,2,0.0597
B03,4866510.0,360870.0,0,4866510.0,360870.0,2,0.0639
B03,4866510.0,360930.0,0,4866510.0,360930.0,2,0.0629
B03,4866510.0,360990.0,0,4866510.0,360990.0,2,0.0612
B03,4866510.0,361050.0,0,4866510.0,361050.0,2,0.0604
B03,4866510.0,361110.0,0,4866510.0,361110.0,2,0.0633
B03,4866510.0,361170.0,0,4866510.0,361170.0,2,0.0605
B03,4866510.0,361230.0,0,4866510.0,361230.0,2,0.0577
B03,4866510.0,361290.0,0,4866510.0,361290.0,2,0.0567
B03,4866510.0,361350.0,0,4866510.0,361350.0,2,0.0566
B03,4866450.0,360150.0,0,4866450.0,360150.0,2,0.0529
B03,4866450.0,360210.0,0,4866450.0,360210.0,2,0.0538
B03,4866450.0,360270.0,0,4866450.0,360270.0,2,0.0523
B03,4866450.0,360330.0,0,4866450.0,360330.0,2,0.0561
B03,4866450.0,360390.0,0,4866450.0,360390.0,2,0.0526
B03,4866450.0,360450.0,0,4866450.0,360450.0,2,0.0541
B03,4866450.0,360510.0,0,4866450.0,360510.0,2,0.0539
B03,4866450.0,360570.0,0,4866450.0,360570.0,2,0.0563
B03,4866450.0,360630.0,0,4866450.0,360630.0,2,0.0595
B03,4866450.0,360690.0,0,4866450.0,360690.0,2,0.0584
B03,4866450.0,360750.0,0,4866450.0,360750.0,2,0.0571
B03,4866450.0,360810.0,0,4866450.0,360810.0,2,0.0595
B03,4866450.0,360870.0,0,4866450.0,360870.0,2,0.0603
B03,4866450.0,360930.0,0,4866450.0,360930.0,2,0.0622
B03,4866450.0,360990.0,0,4866450.0,360990.0,2,0.0586
B03,4866450.0,361050.0,0,4866450.0,361050.0,2,0.0589
B03,4866450.0,361110.0,0,4866450.0,361110.0,2,0.061
B03,4866450.0,361170.0,0,4866450.0,361170.0,2,0.0605
B03,4866450.0,361230.0,0,4866450.0,361230.0,2,0.0562
B03,4866450.0,361290.0,0,4866450.0,361290.0,2,0.0589
B03,4866390.0,360150.0,0,4866390.0,360150.0,2,0.0529
B03,4866390.0,360210.0,0,4866390.0,360210.0,2,0.0531
B03,4866390.0,360270.0,0,4866390.0,360270.0,2,0.0531
B03,4866390.0,360330.0,0,4866390.0,360330.0,2,0.0576
B03,4866390.0,360390.0,0,4866390.0,360390.0,2,0.055
B03,4866390.0,360450.0,0,4866390.0,360450.0,2,0.0552
B03,4866390.0,360510.0,0,4866390.0,360510.0,2,0.0559
B03,4866390.0,360570.0,0,4866390.0,360570.0,2,0.0617
B03,4866390.0,360630.0,0,4866390.0,360630.0,2,0.0619
B03,4866390.0,360690.0,0,4866390.0,360690.0,2,0.0581
B03,4866390.0,360750.0,0,4866390.0,360750.0,2,0.0603
B03,4866390.0,360810.0,0,4866390.0,360810.0,2,0.0641
B03,4866390.0,360870.0,0,4866390.0,360870.0,2,0.0611
B03,4866390.0,360930.0,0,4866390.0,360930.0,2,0.0616
B03,4866390.0,360990.0,0,4866390.0,360990.0,2,0.0594
B03,4866390.0,361050.0,0,4866390.0,361050.0,2,0.0598
B03,4866390.0,361110.0,0,4866390.0,361110.0,2,0.06
B03,4866390.0,361170.0,0,4866390.0,361170.0,2,0.0623
B03,4866390.0,361230.0,0,4866390.0,361230.0,2,0.0572
B03,4866390.0,361290.0,0,4866390.0,361290.0,2,0.0585
B02,4883670.0,339390.0,0,4883670.0,339390.0,1,0.0317
B02,4883670.0,339450.0,0,4883670.0,339450.0,1,0.0329
B02,4883670.0,339510.0,0,4883670.0,339510.0,1,0.0323
B02,4883670.0,339570.0,0,4883670.0,339570.0,1,0.0329
B02,4883670.0,339630.0,0,4883670.0,339630.0,1,0.0326
B02,4883670.0,339690.0,0,4883670.0,339690.0,1,0.0319
B02,4883670.0,339750.0,0,4883670.0,339750.0,1,0.0332
B02,4883670.0,339810.0,0,4883670.0,339810.0,1,0.0334
B02,4883670.0,339870.0,0,4883670.0,339870.0,1,0.0331
B02,4883670.0,339930.0,0,4883670.0,339930.0,1,0.0323
B02,4883670.0,339990.0,0,4883670.0,339990.0,1,0.033
B02,4883670.0,340050.0,0,4883670.0,340050.0,1,0.033
B02,4883610.0,339330.0,0,4883610.0,339330.0,1,0.0308
B02,4883610.0,339390.0,0,4883610.0,339390.0,1,0.0302
B02,4883610.0,339450.0,0,4883610.0,339450.0,1,0.0316
B02,4883610.0,339510.0,0,4883610.0,339510.0,1,0.0316
B02,4883610.0,339570.0,0,4883610.0,339570.0,1,0.0322
B02,4883610.0,339630.0,0,4883610.0,339630.0,1,0.0325
B02,4883610.0,339690.0,0,4883610.0,339690.0,1,0.0322
B02,4883610.0,339750.0,0,4883610.0,339750.0,1,0.0328
B02,4883610.0,339810.0,0,4883610.0,339810.0,1,0.0329
B02,4883610.0,339870.0,0,4883610.0,339870.0,1,0.0331
B02,4883610.0,339930.0,0,4883610.0,339930.0,1,0.0327
B02,4883610.0,339990.0,0,4883610.0,339990.0,1,0.033
B02,4883610.0,340050.0,0,4883610.0,340050.0,1,0.0335
B02,4883550.0,339270.0,0,4883550.0,339270.0,1,0.0309
B02,4883550.0,339330.0,0,4883550.0,339330.0,1,0.0315
B02,4883550.0,339390.0,0,4883550.0,339390.0,1,0.0313
B02,4883550.0,339450.0,0,4883550.0,339450.0,1,0.0323
B02,4883550.0,339510.0,0,4883550.0,339510.0,1,0.0321
B02,4883550.0,339570.0,0,4883550.0,339570.0,1,0.0316
B02,4883550.0,339630.0,0,4883550.0,339630.0,1,0.0312
B02,4883550.0,339690.0,0,4883550.0,339690.0,1,0.0326
B02,4883550.0,339750.0,0,4883550.0,339750.0,1,0.0337
B02,4883550.0,339810.0,0,4883550.0,339810.0,1,0.0333
B02,4883550.0,339870.0,0,4883550.0,339870.0,1,0.0336
B02,4883490.0,339210.0,0,4883490.0,339210.0,1,0.0303
B02,4883490.0,339270.0,0,4883490.0,339270.0,1,0.0308
B02,4883490.0,339330.0,0,4883490.0,339330.0,1,0.0303
B02,4883490.0,339390.0,0,4883490.0,339390.0,1,0.0304
B02,4883490.0,339450.0,0,4883490.0,339450.0,1,0.03
B02,4883430.0,339090.0,0,4883430.0,339090.0,1,0.0285
B02,4883430.0,339150.0,0,4883430.0,339150.0,1,0.0297
B02,4883430.0,339210.0,0,4883430.0,339210.0,1,0.0293
B02,4883430.0,339270.0,0,4883430.0,339270.0,1,0.0294
B02,4883370.0,338970.0,0,4883370.0,338970.0,1,0.0294
B02,4883370.0,339030.0,0,4883370.0,339030.0,1,0.0288
B02,4883370.0,339090.0,0,4883370.0,339090.0,1,0.0291
B02,4883370.0,339150.0,0,4883370.0,339150.0,1,0.0288
B02,4872270.0,312090.0,0,4872270.0,312090.0,3,0.1086
B02,4872270.0,312150.0,0,4872270.0,312150.0,3,0.1161
B02,4872270.0,312210.0,0,4872270.0,312210.0,3,0.1214
B02,4872210.0,311970.0,0,4872210.0,311970.0,3,0.1115
B02,4872210.0,312030.0,0,4872210.0,312030.0,3,0.1149
B02,4872210.0,312090.0,0,4872210.0,312090.0,3,0.1115
B02,4872210.0,312150.0,0,4872210.0,312150.0,3,0.114
B02,4872210.0,312210.0,0,4872210.0,312210.0,3,0.1153
B02,4872210.0,312270.0,0,4872210.0,312270.0,3,0.1173
B02,4872210.0,312330.0,0,4872210.0,312330.0,3,0.1169
B02,4872150.0,311970.0,0,4872150.0,311970.0,3,0.11
B02,4872150.0,312030.0,0,4872150.0,312030.0,3,0.1079
B02,4872150.0,312090.0,0,4872150.0,312090.0,3,0.1097
B02,4872150.0,312150.0,0,4872150.0,312150.0,3,0.1192
B02,4872150.0,312210.0,0,4872150.0,312210.0,3,0.1092
B02,4872150.0,312270.0,0,4872150.0,312270.0,3,0.1155
B02,4872150.0,312330.0,0,4872150.0,312330.0,3,0.1123
B02,4872150.0,312390.0,0,4872150.0,312390.0,3,0.1003
B02,4872090.0,311910.0,0,4872090.0,311910.0,3,0.1169
B02,4872090.0,311970.0,0,4872090.0,311970.0,3,0.1136
B02,4872090.0,312030.0,0,4872090.0,312030.0,3,0.1107
B02,4872090.0,312090.0,0,4872090.0,312090.0,3,0.112
B02,4872090.0,312150.0,0,4872090.0,312150.0,3,0.1394
B02,4872090.0,312210.0,0,4872090.0,312210.0,3,0.1243
B02,4872090.0,312270.0,0,4872090.0,312270.0,3,0.1147
B02,4872090.0,312330.0,0,4872090.0,312330.0,3,0.1101
B02,4872090.0,312390.0,0,4872090.0,312390.0,3,0.1069
B02,4872030.0,311970.0,0,4872030.0,311970.0,3,0.1176
B02,4872030.0,312030.0,0,4872030.0,312030.0,3,0.1143
B02,4872030.0,312090.0,0,4872030.0,312090.0,3,0.1122
B02,4872030.0,312150.0,0,4872030.0,312150.0,3,0.1184
B02,4872030.0,312210.0,0,4872030.0,312210.0,3,0.1156
B02,4872030.0,312270.0,0,4872030.0,312270.0,3,0.1113
B02,4872030.0,312330.0,0,4872030.0,312330.0,3,0.1114
B02,4871970.0,312090.0,0,4871970.0,312090.0,3,0.1131
B02,4871970.0,312150.0,0,4871970.0,312150.0,3,0.107
B02,4871970.0,312210.0,0,4871970.0,312210.0,3,0.1103
B02,4871970.0,312270.0,0,4871970.0,312270.0,3,0.1145
B02,4871970.0,312330.0,0,4871970.0,312330.0,3,0.1071
B02,4871910.0,312150.0,0,4871910.0,312150.0,3,0.1082
B02,4871910.0,312210.0,0,4871910.0,312210.0,3,0.105
B02,4871910.0,312270.0,0,4871910.0,312270.0,3,0.1107
B02,4868550.0,360930.0,0,4868550.0,360930.0,2,0.0318
B02,4868490.0,360870.0,0,4868490.0,360870.0,2,0.0328
B02,4868490.0,360930.0,0,4868490.0,360930.0,2,0.0328
B02,4868430.0,360870.0,0,4868430.0,360870.0,2,0.0338
B02,4868430.0,360930.0,0,4868430.0,360930.0,2,0.032
B02,4868430.0,360990.0,0,4868430.0,360990.0,2,0.032
B02,4868370.0,360810.0,0,4868370.0,360810.0,2,0.0305
B02,4868370.0,360870.0,0,4868370.0,360870.0,2,0.0308
B02,4868370.0,360930.0,0,4868370.0,360930.0,2,0.0315
B02,4868370.0,360990.0,0,4868370.0,360990.0,2,0.0344
B02,4868310.0,360750.0,0,4868310.0,360750.0,2,0.0277
B02,4868310.0,360810.0,0,4868310.0,360810.0,2,0.0313
B02,4868310.0,360870.0,0,4868310.0,360870.0,2,0.0318
B02,4868310.0,360930.0,0,4868310.0,360930.0,2,0.0313
B02,4868310.0,360990.0,0,4868310.0,360990.0,2,0.0331
B02,4868250.0,360750.0,0,4868250.0,360750.0,2,0.0287
B02,4868250.0,360810.0,0,4868250.0,360810.0,2,0.0337
B02,4868250.0,360870.0,0,4868250.0,360870.0,2,0.0337
B02,4868250.0,360930.0,0,4868250.0,360930.0,2,0.0315
B02,4868250.0,360990.0,0,4868250.0,360990.0,2,0.0301
B02,4868250.0,361050.0,0,4868250.0,361050.0,2,0.0306
B02,4868190.0,360690.0,0,4868190.0,360690.0,2,0.0288
B02,4868190.0,360750.0,0,4868190.0,360750.0,2,0.0298
B02,4868190.0,360810.0,0,4868190.0,360810.0,2,0.0327
B02,4868190.0,360870.0,0,4868190.0,360870.0,2,0.0335
B02,4868190.0,360930.0,0,4868190.0,360930.0,2,0.0337
B02,4868190.0,360990.0,0,4868190.0,360990.0,2,0.0334
B02,4868190.0,361050.0,0,4868190.0,361050.0,2,0.0313
B02,4868130.0,360630.0,0,4868130.0,360630.0,2,0.0315
B02,4868130.0,360690.0,0,4868130.0,360690.0,2,0.0303
B02,4868130.0,360750.0,0,4868130.0,360750.0,2,0.0307
B02,4868130.0,360810.0,0,4868130.0,360810.0,2,0.0314
B02,4868130.0,360870.0,0,4868130.0,360870.0,2,0.0329
B02,4868130.0,360930.0,0,4868130.0,360930.0,2,0.034
B02,4868130.0,360990.0,0,4868130.0,360990.0,2,0.0339
B02,4868130.0,361050.0,0,4868130.0,361050.0,2,0.0336
B02,4868130.0,361110.0,0,4868130.0,361110.0,2,0.033
B02,4868070.0,360630.0,0,4868070.0,360630.0,2,0.0325
B02,4868070.0,360690.0,0,4868070.0,360690.0,2,0.0314
B02,4868070.0,360750.0,0,4868070.0,360750.0,2,0.0303
B02,4868070.0,360810.0,0,4868070.0,360810.0,2,0.032
B02,4868070.0,360870.0,0,4868070.0,360870.0,2,0.0347
B02,4868070.0,360930.0,0,4868070.0,360930.0,2,0.0335
B02,4868070.0,360990.0,0,4868070.0,360990.0,2,0.035
B02,4868070.0,361050.0,0,4868070.0,361050.0,2,0.0352
B02,4868070.0,361110.0,0,4868070.0,361110.0,2,0.0318
B02,4868010.0,360570.0,0,4868010.0,360570.0,2,0.0331
B02,4868010.0,360630.0,0,4868010.0,360630.0,2,0.0325
B02,4868010.0,360690.0,0,4868010.0,360690.0,2,0.032
B02,4868010.0,360750.0,0,4868010.0,360750.0,2,0.0324
B02,4868010.0,360810.0,0,4868010.0,360810.0,2,0.0317
B02,4868010.0,360870.0,0,4868010.0,360870.0,2,0.0344
B02,4868010.0,360930.0,0,4868010.0,360930.0,2,0.0353
B02,4868010.0,360990.0,0,4868010.0,360990.0,2,0.0352
B02,4868010.0,361050.0,0,4868010.0,361050.0,2,0.0332
B02,4868010.0,361110.0,0,4868010.0,361110.0,2,0.0314
B02,4868010.0,361170.0,0,4868010.0,361170.0,2,0.0313
B02,4867950.0,360510.0,0,4867950.0,360510.0,2,0.0323
B02,4867950.0,360570.0,0,4867950.0,360570.0,2,0.0324
B02,4867950.0,360630.0,0,4867950.0,360630.0,2,0.0325
B02,4867950.0,360690.0,0,4867950.0,360690.0,2,0.0328
B02,4867950.0,360750.0,0,4867950.0,360750.0,2,0.0347
B02,4867950.0,360810.0,0,4867950.0,360810.0,2,0.0345
B02,4867950.0,360870.0,0,4867950.0,360870.0,2,0.0317
B02,4867950.0,360930.0,0,4867950.0,360930.0,2,0.0372
B02,4867950.0,360990.0,0,4867950.0,360990.0,2,0.0352
B02,4867950.0,361050.0,0,4867950.0,361050.0,2,0.0333
B02,4867950.0,361110.0,0,4867950.0,361110.0,2,0.0352
B02,4867950.0,361170.0,0,4867950.0,361170.0,2,0.0361
B02,4867890.0,360450.0,0,4867890.0,360450.0,2,0.033
B02,4867890.0,360510.0,0,4867890.0,360510.0,2,0.0342
B02,4867890.0,360570.0,0,4867890.0,360570.0,2,0.0344
B02,4867890.0,360630.0,0,4867890.0,360630.0,2,0.0327
B02,4867890.0,360690.0,0,4867890.0,360690.0,2,0.0322
B02,4867890.0,360750.0,0,4867890.0,360750.0,2,0.0306
B02,4867890.0,360810.0,0,4867890.0,360810.0,2,0.0338
B02,4867890.0,360870.0,0,4867890.0,360870.0,2,0.0352
B02,4867890.0,360930.0,0,4867890.0,360930.0,2,0.0368
B02,4867890.0,360990.0,0,4867890.0,360990.0,2,0.0348
B02,4867890.0,361050.0,0,4867890.0,361050.0,2,0.0366
B02,4867890.0,361110.0,0,4867890.0,361110.0,2,0.0342
B02,4867890.0,361170.0,0,4867890.0,361170.0,2,0.0351
B02,4867890.0,361230.0,0,4867890.0,361230.0,2,0.035
B02,4867830.0,360450.0,0,4867830.0,360450.0,2,0.0328
B02,4867830.0,360510.0,0,4867830.0,360510.0,2,0.0333
B02,4867830.0,360570.0,0,4867830.0,360570.0,2,0.0347
B02,4867830.0,360630.0,0,4867830.0,360630.0,2,0.0322
B02,4867830.0,360690.0,0,4867830.0,360690.0,2,0.0334
B02,4867830.0,360750.0,0,4867830.0,360750.0,2,0.0334
B02,4867830.0,360810.0,0,4867830.0,360810.0,2,0.0348
B02,4867830.0,360870.0,0,4867830.0,360870.0,2,0.0325
B02,4867830.0,360930.0,0,4867830.0,360930.0,2,0.0343
B02,4867830.0,360990.0,0,4867830.0,360990.0,2,0.0362
B02,4867830.0,361050.0,0,4867830.0,361050.0,2,0.0357
B02,4867830.0,361110.0,0,4867830.0,361110.0,2,0.0374
B02,4867830.0,361170.0,0,4867830.0,361170.0,2,0.0347
B02,4867830.0,361230.0,0,4867830.0,361230.0,2,0.0335
B02,4867770.0,360390.0,0,4867770.0,360390.0,2,0.036
B02,4867770.0,360450.0,0,4867770.0,360450.0,2,0.0347
B02,4867770.0,360510.0,0,4867770.0,360510.0,2,0.0346
B02,4867770.0,360570.0,0,4867770.0,360570.0,2,0.0345
B02,4867770.0,360630.0,0,4867770.0,360630.0,2,0.0334
B02,4867770.0,360690.0,0,4867770.0,360690.0,2,0.0322
B02,4867770.0,360750.0,0,4867770.0,360750.0,2,0.0335
B02,4867770.0,360810.0,0,4867770.0,360810.0,2,0.0333
B02,4867770.0,360870.0,0,4867770.0,360870.0,2,0.0345
B02,4867770.0,360930.0,0,4867770.0,360930.0,2,0.0327
B02,4867770.0,360990.0,0,4867770.0,360990.0,2,0.0345
B02,4867770.0,361050.0,0,4867770.0,361050.0,2,0.0355
B02,4867770.0,361110.0,0,4867770.0,361110.0,2,0.0363
B02,4867770.0,361170.0,0,4867770.0,361170.0,2,0.0357
B02,4867770.0,361230.0,0,4867770.0,361230.0,2,0.0332
B02,4867770.0,361290.0,0,4867770.0,361290.0,2,0.0329
B02,4867710.0,360330.0,0,4867710.0,360330.0,2,0.0362
B02,4867710.0,360390.0,0,4867710.0,360390.0,2,0.0342
B02,4867710.0,360450.0,0,4867710.0,360450.0,2,0.0364
B02,4867710.0,360510.0,0,4867710.0,360510.0,2,0.0353
B02,4867710.0,360570.0,0,4867710.0,360570.0,2,0.0334
B02,4867710.0,360630.0,0,4867710.0,360630.0,2,0.0333
B02,4867710.0,360690.0,0,4867710.0,360690.0,2,0.0324
B02,4867710.0,360750.0,0,4867710.0,360750.0,2,0.0352
B02,4867710.0,360810.0,0,4867710.0,360810.0,2,0.0346
B02,4867710.0,360870.0,0,4867710.0,360870.0,2,0.0325
B02,4867710.0,360930.0,0,4867710.0,360930.0,2,0.0339
B02,4867710.0,360990.0,0,4867710.0,360990.0,2,0.0343
B02,4867710.0,361050.0,0,4867710.0,361050.0,2,0.0351
B02,4867710.0,361110.0,0,4867710.0,361110.0,2,0.0358
B02,4867710.0,361170.0,0,4867710.0,361170.0,2,0.0325
B02,4867710.0,361230.0,0,4867710.0,361230.0,2,0.0349
B02,4867710.0,361290.0,0,4867710.0,361290.0,2,0.0341
B02,4867650.0,360330.0,0,4867650.0,360330.0,2,0.0343
B02,4867650.0,360390.0,0,4867650.0,360390.0,2,0.0341
B02,4867650.0,360450.0,0,4867650.0,360450.0,2,0.0344
B02,4867650.0,360510.0,0,4867650.0,360510.0,2,0.0339
B02,4867650.0,360570.0,0,4867650.0,360570.0,2,0.0321
B02,4867650.0,360630.0,0,4867650.0,360630.0,2,0.0343
B02,4867650.0,360690.0,0,4867650.0,360690.0,2,0.033
B02,4867650.0,360750.0,0,4867650.0,360750.0,2,0.0337
B02,4867650.0,360810.0,0,4867650.0,360810.0,2,0.0347
B02,4867650.0,360870.0,0,4867650.0,360870.0,2,0.0358
B02,4867650.0,360930.0,0,4867650.0,360930.0,2,0.0335
B02,4867650.0,360990.0,0,4867650.0,360990.0,2,0.0356
B02,4867650.0,361050.0,0,4867650.0,361050.0,2,0.0334
B02,4867650.0,361110.0,0,4867650.0,361110.0,2,0.0325
B02,4867650.0,361170.0,0,4867650.0,361170.0,2,0.0305
B02,4867650.0,361230.0,0,4867650.0,361230.0,2,0.0319
B02,4867650.0,361290.0,0,4867650.0,361290.0,2,0.0328
B02,4867590.0,360270.0,0,4867590.0,360270.0,2,0.0318
B02,4867590.0,360330.0,0,4867590.0,360330.0,2,0.0313
B02,4867590.0,360390.0,0,4867590.0,360390.0,2,0.034
B02,4867590.0,360450.0,0,4867590.0,360450.0,2,0.0333
B02,4867590.0,360510.0,0,4867590.0,360510.0,2,0.0318
B02,4867590.0,360570.0,0,4867590.0,360570.0,2,0.0333
B02,4867590.0,360630.0,0,4867590.0,360630.0,2,0.036
B02,4867590.0,360690.0,0,4867590.0,360690.0,2,0.0347
B02,4867590.0,360750.0,0,4867590.0,360750.0,2,0.0337
B02,4867590.0,360810.0,0,4867590.0,360810.0,2,0.0349
B02,4867590.0,360870.0,0,4867590.0,360870.0,2,0.0327
B02,4867590.0,360930.0,0,4867590.0,360930.0,2,0.0323
B02,4867590.0,360990.0,0,4867590.0,360990.0,2,0.0306
B02,4867590.0,361050.0,0,4867590.0,361050.0,2,0.0305
B02,4867590.0,361110.0,0,4867590.0,361110.0,2,0.0285
B02,4867590.0,361170.0,0,4867590.0,361170.0,2,0.0275
B02,4867590.0,361230.0,0,4867590.0,361230.0,2,0.0253
B02,4867590.0,361290.0,0,4867590.0,361290.0,2,0.0276
B02,4867590.0,361350.0,0,4867590.0,361350.0,2,0.0312
B02,4867530.0,360210.0,0,4867530.0,360210.0,2,0.0313
B02,4867530.0,360270.0,0,4867530.0,360270.0,2,0.0319
B02,4867530.0,360330.0,0,4867530.0,360330.0,2,0.0346
B02,4867530.0,360390.0,0,4867530.0,360390.0,2,0.0344
B02,4867530.0,360450.0,0,4867530.0,360450.0,2,0.033
B02,4867530.0,360510.0,0,4867530.0,360510.0,2,0.0327
B02,4867530.0,360570.0,0,4867530.0,360570.0,2,0.0339
B02,4867530.0,360630.0,0,4867530.0,360630.0,2,0.0334
B02,4867530.0,360690.0,0,4867530.0,360690.0,2,0.0343
B02,4867530.0,360750.0,0,4867530.0,360750.0,2,0.0327
B02,4867530.0,360810.0,0,4867530.0,360810.0,2,0.0327
B02,4867530.0,360870.0,0,4867530.0,360870.0,2,0.0304
B02,4867530.0,360930.0,0,4867530.0,360930.0,2,0.0285
B02,4867530.0,360990.0,0,4867530.0,360990.0,2,0.0269
B02,4867530.0,361050.0,0,4867530.0,361050.0,2,0.0285
B02,4867530.0,361110.0,0,4867530.0,361110.0,2,0.0285
B02,4867530.0,361170.0,0,4867530.0,361170.0,2,0.0248
B02,4867530.0,361230.0,0,4867530.0,361230.0,2,0.0249
B02,4867530.0,361290.0,0,4867530.0,361290.0,2,0.0292
B02,4867530.0,361350.0,0,4867530.0,361350.0,2,0.0302
B02,4867470.0,360210.0,0,4867470.0,360210.0,2,0.0293
B02,4867470.0,360270.0,0,4867470.0,360270.0,2,0.0325
B02,4867470.0,360330.0,0,4867470.0,360330.0,2,0.0352
B02,4867470.0,360390.0,0,4867470.0,360390.0,2,0.0336
B02,4867470.0,360450.0,0,4867470.0,360450.0,2,0.0345
